cluster_id,id,title,author,doi,file
0,P_000822,Journal of Strategic Information Systems,Yolande E. Chan,10.1016/J.JSIS.2024.101840,data/pdfs/33_2/Welcome-to-the-second-issue-of-Volume-33-of-the_2024_The-Journal-of-Strategi.pdf
0,P_000826,THE JOURNAL OF Strategic Information Systems,"Chan, Yolande E and Galliers, Robert D and Jarvenpaa, Sirkka L and Aubert, Benoit and Nevo, Saggi and Vial, Gregory and Montreal, Hec and Jan, Canada and Brocke,  and Wasko, Molly and Alavi, Maryam and Avison, David and Bjørn-Andersen, Niels and Clarke, Roger and Davison, Robert M and Dhillon, Gurpreet and Earl, Michael and Sawy, Omar El and Elam, Joyce and Grover, Varun and Gunasekaran, Angappa and Hirschheim, Rudy and Ives, Blake and King, John Leslie and Krcmar, Helmut and Lacity, Mary and Lederer, Albert and Leidner, Dorothy E and Loebbecke, Claudia and Lyytinen, Kalle and Majchrzak, Ann and Markus, M. Lynne and Mooney, John and Newell, Susan and Ramaprasad, Arkalgud and Reich, Blaize Horner and Saunders, Carol and Soh, Christina and Tuunainen, Virpi Kristiina and Alias, Rose Alinda and Arvidsson, Viktor and Avgerou, Chrisanthi and Avital, Michel and Chatterjee, Dave and Chatterjee, Sutirtha and Francalanci, Chiara and Politecnico, Di and Milano, Ola and Henfridsson,  and Huang, Ming-Hui and Huysman, Marleen and Joseph, Damien and Kietzmann, Jan and Kotlarsky, Julia and Liang, Huigang and Lindgren, Rikard and Malhotra, Arvind and Mao, Jiye and Marjanovic, Olivera and Mehrizi, Mohammad Rezazade and Moeini, Mohammad and Nerur, Sridhar and Poulymenakou, Angeliki and Preston, David and Queiroz, Magno and Sørensen, Carsten and Stein, Mari-Klara and Sutanto, Juliana and Syed, Romilla and Tallon, Paul and Ter, Felix and Tan, Chian and Constantiou, Ioanna and Desouza, Kevin C and Dibbern, Jens and Hsu, Carol and Marabelli, Marco and Pan, Shan L and Vogel, Douglas R and Ward, John and Wareham, Jonathan and Spain, Youngjin and Yoo,  and Addo, Atta and Cheuk, Hang and Au, Allen and Dincelli, Ersin and Irfan, Muhammad and Jiang, Jinglu and Joshi, Mayur P and Kazantsev, Nikolai and Morton, Josh and Ofoeda, Joshua Kwaku and Peters, Uchenna and Polignano, Marco and Richet, Jean-Loup and Santa, Mijalche and Shi, Yunfei and Somanathan, Arjun and Staykova, Kalina and Rosa, Marta Stelmaszak and Valecha, Rohit and Wang, David and Wu, Tailai and Zhang, Ying and Zhou, Jingmei and Zolbanin, Hamed M",,data/pdfs/33_1/Editorial-Board_2024_The-Journal-of-Strategic-Information-Systems.pdf
0,P_000827,Journal of Strategic Information Systems,"Chan, Yolande E",10.1016/J.JSIS.2024.101824,data/pdfs/33_1/Welcome-to-the-first-issue-of-Volume-33-of-the-_2024_The-Journal-of-Strategi.pdf
1,P_000059,Strategic Information Systems,"Cox, Benita and Ghoneim, Sherine",,data/pdfs/7_1/CoxGhoneim1998.pdf
1,P_000550,Journal of Strategic Information Systems,"Galliers, R. D and Jarvenpaa, S. L",10.1016/J.JSIS.2018.02.001,data/pdfs/27_1/GalliersJarvenpaa2018.pdf
1,P_000591,Journal of Strategic Information Systems,"Galliers, Robert D and Jarvenpaa, Sirkka L",10.1016/J.JSIS.2017.08.001,data/pdfs/26_3/GalliersJarvenpaa2017b.pdf
1,P_000781,THE JOURNAL OF Strategic Information Systems,"Chan, Yolande E and Galliers, Robert D and Jarvenpaa, Sirkka L and Aubert, Benoit and Nevo, Saggi and Ter, Felix and Tan, Chian and Tate, Mary and Vial, Gregory and Montreal, Hec and Jan, Canada and Brocke and Wasko, Molly and Alavi, Maryam and Avison, David and Bjørn-Andersen, Niels and Clarke, Roger and Davison, Robert M and Dhillon, Gurpreet and Earl, Michael and Sawy, Omar El and Elam, Joyce and Grover, Varun and Gunasekaran, Angappa and Hirschheim, Rudy and Ives, Blake and King, John Leslie and Krcmar, Helmut and Lacity, Mary and Lederer, Albert and Leidner, Dorothy E and Loebbecke, Claudia and Lyytinen, Kalle and Markus, M. Lynne and Mooney, John and Newell, Susan and Ramaprasad, Arkalgud and Reich, Blaize Horner and Saunders, Carol and Soh, Christina and Tuunainen, Virpi Kristiina and Alias, Rose Alinda and Arvidsson, Viktor and Avgerou, Chrisanthi and Avital, Michel and Buhl, Hans Ulrich and Chatterjee, Dave and Chatterjee, Sutirtha and Daniel, Elizabeth and Dawson, Gregory and Francalanci, Chiara and Politecnico, Di and Milano, Ola and Henfridsson and Huang, Ming-Hui and Huysman, Marleen and Joseph, Damien and Kietzmann, Jan and Kotlarsky, Julia and Liang, Huigang and Lindgren, Rikard and Majchrzak, Ann and Malhotra, Arvind and Mao, Jiye and Marabelli, Marco and Marjanovic, Olivera and Mehrizi, Mohammad Rezazade and Moeini, Mohammad and Nerur, Sridhar and Poulymenakou, Angeliki and Preston, David and Sørensen, Carsten and Stein, Mari-Klara and Sutanto, Juliana and Constantiou, Ioanna and Desouza, Kevin C and Dibbern, Jens and Hsu, Carol and Pan, Shan L and Vogel, Douglas R and Ward, John and Wareham, Jonathan and Spain, Youngjin and Yoo and Addo, Atta and Cheuk, Hang and Au, Allen and Dincelli, Ersin and Irfan, Muhammad and Jiang, Jinglu and Joshi, Mayur P and Kazantsev, Nikolai and Morton, Josh and Ofoeda, Joshua Kwaku and Peters, Uchenna and Richet, Jean-Loup and Santa, Mijalche and Shi, Yunfei and Somanathan, Arjun and Rosa, Marta Stelmaszak and Valecha, Rohit and Wang, David and Wu, Tailai and Zolbanin, Hamed M",,data/pdfs/32_3/Editorial-Board_2023_The-Journal-of-Strategic-Information-Systems.pdf
1,P_000800,Journal of Strategic Information Systems,Shan-Ling Pan,10.1016/J.JSIS.2024.101866,data/pdfs/33_4/Is-AI-a-strategic-IS--Reflections-and-oppo_2024_The-Journal-of-Strategic-Inf.pdf
2,P_000058,Strategic Information Systems,"Galliers, Bob",,data/pdfs/7_1/Galliers1998c.pdf
2,P_000734,Journal of Strategic Information Systems,"Gable, Guy G.",10.1016/J.JSIS.2020.101640,data/pdfs/29_4/Gable2020c.pdf
2,P_000777,Journal of Strategic Information Systems,"Fedorowicz, Jane",10.1016/J.JSIS.2023.101775,data/pdfs/32_2/DEI-in-the-IS-discipline--What-can-we_2023_The-Journal-of-Strategic-Informat.pdf
2,P_000800,Journal of Strategic Information Systems,Shan-Ling Pan,10.1016/J.JSIS.2024.101866,data/pdfs/33_4/Is-AI-a-strategic-IS--Reflections-and-oppo_2024_The-Journal-of-Strategic-Inf.pdf
